SpeciesID,SpeciesName,CapsaicinContent (ppm),FruitSize (cm),Color,HeatLevel (SHU),GeneticMarker1,GeneticMarker2,DiseaseResistance,Yield (kg/plant),GrowingConditions,FloweringTime (days),MaturityTime (days),PestResistance,DroughtTolerance,Crossability,CropGenetics
367,Capsicum galapagoense,1283,9.767437618782052,Orange,92539,G5,G6,Medium,8.368815537508809,"Cool, Dry",57,126,Low,Medium,Low,Gen-76
368,Capsicum pubescens,769,9.709642176942133,Yellow,7914,G1,G2,High,6.186167765272819,"Cool, Dry",44,135,Medium,Low,Medium,Gen-42
369,Capsicum annuum,1264,10.263872624394178,Yellow,116918,G9,G5,Medium,8.705814551025565,"Warm, Humid",68,110,Medium,High,Medium,Gen-88
370,Capsicum annuum,491,14.331117352735578,Red,108437,G1,G8,High,3.3614941086045125,"Warm, Humid",59,89,Low,Low,High,Gen-95
371,Capsicum galapagoense,708,7.270440958168454,Yellow,196547,G8,G1,High,9.731492883112326,"Cool, Dry",41,107,Low,Medium,High,Gen-21
372,Capsicum baccatum,913,10.923793035621268,Red,171246,G5,G4,High,5.775536542294146,"Cool, Dry",65,126,Low,Low,Low,Gen-65
373,Capsicum frutescens,823,3.3727662935501344,Red,64848,G9,G9,High,5.446240612164425,"Warm, Humid",51,127,Medium,Medium,Medium,Gen-92
374,Capsicum chacoense,1203,10.762748537833332,Yellow,83980,G3,G1,Low,4.523301463615337,"Warm, Humid",40,87,High,Medium,High,Gen-19
375,Capsicum galapagoense,932,14.452258857735698,Purple,102891,G1,G1,High,4.7432967282438145,"Cool, Dry",60,83,High,Low,High,Gen-4
376,Capsicum flexuosum,943,11.854225533047437,Orange,42002,G5,G3,Medium,1.3469235222352252,"Cool, Dry",57,118,Low,Medium,High,Gen-46
377,Capsicum galapagoense,365,11.928057583179733,Yellow,167465,G9,G7,High,1.9403557142727024,"Warm, Humid",47,112,Medium,High,High,Gen-30
378,Capsicum flexuosum,1150,12.425727291333638,Purple,93084,G6,G3,High,9.700322136259063,"Warm, Dry",62,105,Low,Low,Medium,Gen-19
379,Capsicum rhomboideum,1061,12.882651371093777,Orange,94627,G2,G1,Medium,4.037073344588201,"Warm, Humid",60,138,Medium,High,High,Gen-43
380,Capsicum cardenasii,608,8.404934899904106,Orange,145855,G4,G4,Medium,9.820803595462817,"Warm, Humid",43,92,Low,Medium,Low,Gen-49
381,Capsicum frutescens,943,9.125472341322917,Purple,29069,G4,G4,High,4.001501220024723,"Warm, Humid",45,142,Medium,High,High,Gen-26
382,Capsicum chacoense,1009,5.024832008822956,Yellow,55110,G2,G8,Medium,1.0188891685641217,"Cool, Dry",43,130,High,Medium,High,Gen-42
383,Capsicum chinense,680,8.490709676011722,Orange,135664,G6,G8,Low,8.109691764173174,"Warm, Humid",45,111,Low,High,Low,Gen-28
384,Capsicum chinense,810,4.292292969763739,Orange,157894,G4,G8,Medium,9.650418990447548,"Cool, Dry",60,103,Medium,Low,Medium,Gen-98
385,Capsicum galapagoense,1076,13.025331352913286,Green,28747,G2,G5,Medium,5.877382777581505,"Warm, Dry",62,140,Low,Medium,Low,Gen-53
386,Capsicum tovarii,420,3.627743268128313,Purple,23119,G3,G3,High,5.780618220946986,"Warm, Dry",53,113,Low,Low,High,Gen-18
387,Capsicum chacoense,304,7.4113926466776725,Purple,55459,G8,G2,High,4.900285249708502,"Cool, Dry",43,90,Medium,Medium,High,Gen-15
388,Capsicum baccatum,893,12.927546498952037,Green,21032,G5,G7,Low,1.9006183702432113,"Warm, Dry",49,84,Low,High,Low,Gen-57
389,Capsicum chacoense,991,10.187372845356384,Purple,152681,G1,G8,Low,4.096915077666072,"Cool, Dry",49,88,Medium,Medium,Low,Gen-25
390,Capsicum cardenasii,996,8.811111713775025,Purple,105617,G3,G1,Low,5.57360913398894,"Warm, Humid",66,91,Medium,Low,Medium,Gen-18
391,Capsicum cardenasii,1302,11.877390472815534,Green,57926,G2,G4,High,7.1442457362247715,"Warm, Dry",42,139,High,High,Low,Gen-51
392,Capsicum chacoense,1095,11.009460287480618,Red,187531,G2,G8,Medium,1.641766418472713,"Warm, Humid",49,122,High,Low,Medium,Gen-50
393,Capsicum flexuosum,488,10.722374339149829,Red,117111,G7,G5,Medium,1.0137690519643954,"Warm, Dry",56,89,Medium,Low,High,Gen-27
394,Capsicum galapagoense,354,12.156197440763997,Orange,167309,G6,G7,Low,5.417901406203519,"Warm, Humid",64,134,Medium,Medium,Low,Gen-67
395,Capsicum cardenasii,1099,13.470031655792706,Orange,156595,G4,G1,Medium,2.36792953568306,"Warm, Humid",61,106,Low,High,Low,Gen-49
396,Capsicum annuum,1125,4.160793104941346,Green,6980,G2,G9,Low,8.403941209856498,"Cool, Dry",50,95,Medium,Low,High,Gen-45
397,Capsicum chacoense,1210,7.804743087788972,Orange,198586,G1,G2,Low,6.344415943738845,"Cool, Dry",46,140,Medium,High,Low,Gen-27
398,Capsicum tovarii,1496,3.287568998267811,Yellow,86169,G2,G7,High,8.323475680007759,"Cool, Dry",65,102,Low,Medium,Medium,Gen-77
399,Capsicum chinense,1458,11.770855455664005,Purple,75526,G3,G5,Medium,8.044342450694693,"Warm, Humid",46,85,Medium,High,Medium,Gen-58
400,Capsicum tovarii,475,6.842393555570329,Purple,141638,G8,G7,Medium,6.8187488618014775,"Cool, Dry",66,135,Medium,Medium,High,Gen-62
401,Capsicum frutescens,1355,7.750009842890011,Red,89752,G1,G1,Low,5.5697064122885145,"Warm, Humid",43,144,High,Medium,Low,Gen-85
402,Capsicum flexuosum,875,5.854399384816765,Purple,172472,G2,G5,High,4.989844054756581,"Cool, Dry",46,87,Medium,Low,Low,Gen-75
403,Capsicum tovarii,1204,8.30756576233835,Yellow,23981,G8,G9,Low,9.154919068160444,"Warm, Dry",56,98,Low,Low,Low,Gen-5
404,Capsicum lanceolatum,1161,8.955046035054561,Orange,101897,G1,G5,Medium,1.5240611628346885,"Warm, Dry",40,144,Low,Low,Low,Gen-30
405,Capsicum galapagoense,306,14.04139305941307,Red,33030,G5,G6,Low,3.7624345037000766,"Cool, Dry",56,143,High,High,Medium,Gen-99
406,Capsicum cardenasii,1480,12.513224689655214,Red,129212,G9,G7,Low,3.887238612655004,"Cool, Dry",48,94,Low,High,High,Gen-13
407,Capsicum flexuosum,1055,12.964898972948712,Yellow,173020,G7,G2,High,9.288844101363848,"Cool, Dry",43,134,Medium,High,Low,Gen-78
408,Capsicum annuum,1154,6.481445713526981,Red,77342,G1,G4,High,5.770481008511613,"Warm, Dry",52,83,Medium,Low,High,Gen-60
409,Capsicum pubescens,890,5.069378532257267,Red,85422,G8,G4,High,8.425152030602764,"Cool, Dry",64,90,Low,High,High,Gen-99
410,Capsicum chacoense,706,9.070743155744111,Red,190977,G6,G1,Medium,8.006651512250889,"Warm, Dry",67,129,High,High,Low,Gen-25
411,Capsicum chacoense,1052,4.662169509311795,Red,128638,G9,G5,Medium,1.1832230357279923,"Cool, Dry",44,145,High,Medium,Medium,Gen-80
412,Capsicum annuum,1147,11.15554260904515,Orange,92216,G6,G9,Medium,3.8745746977453734,"Warm, Humid",47,107,Low,Medium,Low,Gen-61
413,Capsicum eximium,637,12.800756610520049,Yellow,105382,G5,G1,Low,2.0523661661860104,"Cool, Dry",40,104,Medium,Medium,Medium,Gen-85
414,Capsicum flexuosum,734,11.90509098389683,Green,142918,G3,G7,Low,9.854741365669264,"Warm, Dry",51,112,Medium,Medium,High,Gen-28
415,Capsicum flexuosum,1269,3.418330215963065,Green,102653,G8,G2,High,7.902430698072381,"Cool, Dry",62,130,Medium,High,Medium,Gen-40
416,Capsicum galapagoense,440,7.342315075897563,Green,148606,G4,G2,Medium,2.0088230108727103,"Cool, Dry",48,131,Low,Medium,Medium,Gen-30
417,Capsicum chacoense,560,8.492329518099737,Green,167558,G3,G1,Medium,5.226332131774844,"Warm, Dry",58,99,High,Low,Medium,Gen-83
418,Capsicum baccatum,1308,7.313114453355804,Yellow,12805,G8,G8,Low,8.628466766469481,"Warm, Humid",64,139,Low,High,Low,Gen-23
419,Capsicum pubescens,1356,4.348677698192335,Yellow,38630,G3,G7,High,9.50631320753883,"Cool, Dry",62,124,Medium,Medium,Low,Gen-92
420,Capsicum tovarii,939,7.734849325752245,Orange,185324,G5,G8,Medium,3.1651098459724327,"Warm, Humid",58,116,High,High,High,Gen-55
421,Capsicum lanceolatum,1181,4.480193127754503,Orange,140535,G5,G9,Medium,6.646880918878296,"Warm, Humid",62,149,Medium,Low,Low,Gen-61
422,Capsicum tovarii,1279,13.25502647812177,Green,145448,G6,G7,Medium,5.640704323546121,"Warm, Humid",63,136,Medium,Low,High,Gen-5
423,Capsicum eximium,865,13.693623634786876,Green,154442,G2,G3,Low,3.2825455400632286,"Cool, Dry",53,97,Low,Medium,Medium,Gen-99
424,Capsicum annuum,676,6.591391983713084,Red,119915,G3,G9,High,5.665188865807252,"Warm, Dry",56,133,Medium,High,High,Gen-30
425,Capsicum frutescens,1381,3.7789581272522637,Red,133662,G2,G9,High,9.688957647542889,"Warm, Humid",57,114,Low,Medium,Low,Gen-76
426,Capsicum cardenasii,754,12.81874422203305,Orange,119950,G9,G6,Medium,2.2343107828677873,"Warm, Dry",64,139,High,High,Medium,Gen-39
427,Capsicum chinense,334,13.980000749353632,Green,93125,G8,G2,Medium,1.7829987125546825,"Warm, Dry",55,94,Low,Medium,Low,Gen-36
428,Capsicum lanceolatum,642,5.943955810169174,Yellow,78047,G4,G5,Medium,5.141204790962952,"Warm, Dry",49,114,Low,Medium,High,Gen-27
429,Capsicum cardenasii,902,9.504815476975855,Orange,66129,G5,G7,High,7.196466937287324,"Warm, Humid",51,113,High,Low,Medium,Gen-38
430,Capsicum annuum,717,12.589366251630917,Yellow,14602,G6,G4,Low,1.0263453951489883,"Warm, Humid",49,126,Medium,Low,Low,Gen-24
431,Capsicum cardenasii,541,5.442419057642329,Orange,142529,G6,G2,Medium,1.547934739314879,"Warm, Dry",42,133,High,Medium,High,Gen-30
432,Capsicum cardenasii,1099,5.27308869204552,Yellow,14860,G1,G8,High,2.199051679747955,"Warm, Humid",45,132,High,Low,Low,Gen-13
433,Capsicum cardenasii,1066,9.825800840814525,Orange,84366,G1,G4,Medium,8.6159506544261,"Warm, Dry",69,91,High,High,Medium,Gen-75
434,Capsicum eximium,497,12.831179742384847,Purple,180442,G8,G4,High,5.933165667161583,"Cool, Dry",46,80,Medium,Low,High,Gen-74
435,Capsicum flexuosum,1454,11.669367746322795,Purple,43197,G5,G2,Medium,3.435850752588471,"Warm, Dry",69,97,Medium,Low,Low,Gen-51
436,Capsicum frutescens,1062,3.9788724960437363,Yellow,86749,G8,G4,High,3.3820324503742762,"Cool, Dry",69,92,Medium,Medium,High,Gen-65
437,Capsicum chinense,1225,8.698736564495615,Orange,20539,G1,G7,Medium,3.0247657063809967,"Warm, Humid",44,103,High,Low,Low,Gen-31
438,Capsicum flexuosum,1075,4.6654143793145275,Orange,134289,G6,G3,Low,7.036146835365239,"Warm, Humid",52,104,High,Low,High,Gen-53
439,Capsicum galapagoense,1471,13.057813247896638,Purple,16872,G2,G3,Low,6.143541798386094,"Warm, Dry",68,114,Low,Low,Medium,Gen-84
440,Capsicum pubescens,441,12.188433065444741,Orange,53884,G9,G3,High,8.23164086863941,"Warm, Humid",45,105,Medium,High,Medium,Gen-18
441,Capsicum cardenasii,1342,7.8457768345129235,Purple,80381,G3,G7,Low,2.8035423367780488,"Warm, Dry",40,94,Medium,Low,Medium,Gen-52
442,Capsicum lanceolatum,1380,8.978626669587111,Green,194575,G9,G2,High,2.52470960483016,"Warm, Humid",55,134,High,High,Low,Gen-73
443,Capsicum eximium,1241,12.474034747123504,Green,184842,G4,G8,Low,3.56794210257342,"Cool, Dry",57,86,Medium,Medium,High,Gen-36
444,Capsicum cardenasii,778,14.73365138870715,Red,29269,G6,G5,Medium,8.165818298368219,"Warm, Humid",47,149,High,High,Medium,Gen-74
445,Capsicum flexuosum,442,12.874588270732342,Green,116010,G4,G7,High,1.2270688159527745,"Cool, Dry",44,92,Medium,High,High,Gen-59
446,Capsicum lanceolatum,1038,9.62136875893178,Yellow,14712,G2,G3,Low,9.439694705699598,"Warm, Humid",48,101,Medium,Medium,High,Gen-86
447,Capsicum rhomboideum,743,4.247208202658143,Orange,89700,G7,G4,Low,1.3660678062026972,"Warm, Dry",55,113,Medium,Low,High,Gen-69
448,Capsicum frutescens,1172,7.243086418199676,Orange,110055,G7,G3,High,4.855377928207062,"Warm, Humid",49,115,Low,High,Low,Gen-76
449,Capsicum lanceolatum,554,14.284666880608405,Purple,171809,G8,G2,Medium,6.2051063398670605,"Warm, Humid",55,146,High,High,Medium,Gen-32
450,Capsicum tovarii,425,6.955042846891242,Green,99725,G6,G2,High,5.426560730738846,"Warm, Humid",67,82,Low,High,Low,Gen-88
451,Capsicum flexuosum,1146,5.914069245435254,Yellow,171488,G4,G1,Medium,9.95556228007079,"Cool, Dry",56,146,High,High,Low,Gen-99
452,Capsicum eximium,893,3.8671198021130158,Red,102738,G6,G3,High,9.242013393343976,"Warm, Dry",40,102,Low,High,Medium,Gen-4
453,Capsicum tovarii,514,6.312000883939786,Yellow,93258,G8,G6,Medium,8.393607932954867,"Warm, Humid",48,105,Medium,Low,Medium,Gen-90
454,Capsicum frutescens,377,10.01342230368191,Yellow,110207,G6,G8,Medium,8.923010680714228,"Cool, Dry",62,120,Medium,Low,Low,Gen-38
455,Capsicum chinense,367,12.299857327991976,Orange,51898,G5,G8,Medium,6.077966581545471,"Cool, Dry",61,131,High,Low,Medium,Gen-87
456,Capsicum flexuosum,1351,9.674071345660272,Orange,26947,G3,G7,Low,2.9647201007862307,"Warm, Humid",69,94,Medium,Low,Low,Gen-37
457,Capsicum rhomboideum,879,8.337792503019653,Green,7546,G1,G4,Medium,1.1429278246163,"Warm, Dry",52,84,High,Low,Medium,Gen-56
458,Capsicum baccatum,975,4.065969548893662,Orange,118308,G3,G6,Low,5.735871330764345,"Warm, Dry",57,108,Low,Low,Low,Gen-87
459,Capsicum chacoense,1044,9.82452816136674,Red,106356,G6,G6,Low,8.744652136540331,"Warm, Humid",55,122,Low,Low,Low,Gen-61
460,Capsicum frutescens,426,12.786491542215492,Red,39626,G7,G7,Medium,8.594210979450079,"Warm, Humid",53,136,High,High,Low,Gen-75
461,Capsicum cardenasii,379,7.752712656412582,Orange,129456,G2,G1,Low,8.251104097525738,"Cool, Dry",54,92,High,Medium,Low,Gen-31
462,Capsicum pubescens,568,4.815583746807194,Yellow,5817,G6,G1,Medium,1.1492086376594348,"Warm, Humid",68,114,High,Low,Low,Gen-68
463,Capsicum chinense,955,14.668663045690995,Purple,9790,G5,G5,Low,6.755915499439648,"Cool, Dry",52,108,Low,Medium,Low,Gen-92
464,Capsicum frutescens,1250,8.181576611456368,Yellow,147363,G1,G6,High,1.0114780713366862,"Cool, Dry",63,106,Medium,High,Low,Gen-38
465,Capsicum cardenasii,543,10.998293129786738,Purple,173191,G3,G5,Low,6.436191636281574,"Cool, Dry",55,93,High,Low,Low,Gen-97
466,Capsicum galapagoense,1349,11.72097686587711,Yellow,120190,G3,G9,Low,2.257743616568358,"Warm, Dry",54,113,High,Medium,Medium,Gen-98
467,Capsicum pubescens,858,9.909364013449682,Purple,190949,G8,G7,Medium,1.9543855644730237,"Warm, Humid",56,135,Medium,High,Low,Gen-3
468,Capsicum baccatum,792,3.4376041422437265,Orange,143885,G2,G8,High,3.851726920110175,"Warm, Humid",56,93,Low,High,Low,Gen-3
469,Capsicum chinense,638,3.591835713333424,Yellow,121576,G1,G3,Medium,1.994945376089433,"Warm, Dry",55,124,High,High,Medium,Gen-41
470,Capsicum chinense,984,10.732173547974918,Red,192527,G5,G4,Medium,6.4267982901474365,"Warm, Humid",44,135,Low,Medium,High,Gen-29
471,Capsicum cardenasii,1310,9.525185646113353,Green,137848,G8,G6,Medium,9.441463478522222,"Warm, Dry",57,125,High,High,Medium,Gen-21
472,Capsicum tovarii,1336,14.213297514700034,Red,63023,G4,G6,Medium,2.5922084836205164,"Warm, Dry",59,116,High,Low,Low,Gen-85
473,Capsicum frutescens,373,10.68562523773385,Purple,178126,G5,G8,Medium,7.602567684154624,"Cool, Dry",45,109,High,Medium,High,Gen-67
474,Capsicum frutescens,1388,13.08149609654418,Purple,189220,G6,G4,Medium,7.876098087436721,"Cool, Dry",66,142,High,Low,Low,Gen-83
475,Capsicum cardenasii,408,12.635381841835297,Yellow,196787,G1,G4,Low,3.281761581810369,"Cool, Dry",58,120,Low,Medium,High,Gen-72
476,Capsicum pubescens,1155,4.100994950844051,Orange,50055,G2,G8,Low,1.3673235188549997,"Warm, Dry",69,85,High,Medium,Low,Gen-18
477,Capsicum cardenasii,746,5.832198690441784,Orange,28022,G4,G5,High,7.980749166962083,"Cool, Dry",45,101,Medium,Medium,Medium,Gen-57
478,Capsicum rhomboideum,803,4.872624849398995,Purple,26264,G7,G6,Medium,7.985102640064635,"Cool, Dry",51,98,Low,High,Low,Gen-21
479,Capsicum annuum,1444,14.027846300839037,Orange,9301,G5,G8,Low,7.0198381064853255,"Cool, Dry",69,93,Low,Medium,Medium,Gen-90
480,Capsicum annuum,1135,8.895293870995786,Yellow,81934,G9,G1,Low,5.8438059547563475,"Cool, Dry",63,111,Low,Low,Medium,Gen-35
481,Capsicum galapagoense,979,8.187527399074092,Yellow,26416,G1,G3,Low,7.986616581434415,"Cool, Dry",40,85,High,Medium,Medium,Gen-57
482,Capsicum lanceolatum,961,10.416668743182381,Orange,192574,G1,G4,Low,7.262985125096359,"Warm, Humid",45,104,Low,Medium,Low,Gen-48
483,Capsicum chacoense,1071,3.958734256942315,Yellow,133722,G6,G1,Medium,8.059079886909704,"Cool, Dry",56,134,Low,Low,High,Gen-87
484,Capsicum lanceolatum,930,9.406219244735809,Red,18834,G2,G1,Medium,3.141537882266827,"Warm, Dry",59,93,Low,Medium,Medium,Gen-16
485,Capsicum pubescens,1280,11.877315382229053,Purple,103544,G5,G9,Low,4.098180823147886,"Warm, Humid",50,94,High,High,High,Gen-4
486,Capsicum frutescens,906,5.8221301994709656,Yellow,31322,G8,G8,Low,3.709759550668902,"Warm, Dry",66,101,Low,Medium,Medium,Gen-73
487,Capsicum chacoense,1476,14.474310095897827,Orange,137518,G8,G3,High,8.3668394120423,"Cool, Dry",68,89,Low,High,Medium,Gen-50
488,Capsicum chinense,717,3.0805122200179267,Purple,14372,G9,G1,Low,6.692000520480383,"Warm, Humid",63,129,Medium,Low,Low,Gen-62
489,Capsicum cardenasii,1447,11.93116674223609,Orange,18780,G9,G7,Low,6.375988436033495,"Cool, Dry",51,86,Low,High,High,Gen-72
490,Capsicum frutescens,571,12.187900982914378,Purple,69427,G9,G5,Low,6.474014792141581,"Warm, Dry",51,119,High,Medium,High,Gen-97
491,Capsicum cardenasii,544,7.941081404058367,Purple,141829,G4,G8,Low,6.086438021975638,"Cool, Dry",63,142,High,Medium,Medium,Gen-24
492,Capsicum lanceolatum,959,11.66416673985331,Orange,168029,G9,G2,Medium,3.1040152775266736,"Cool, Dry",46,90,Low,Low,Medium,Gen-98
493,Capsicum frutescens,1471,7.370399247298616,Purple,189117,G5,G2,High,9.80437558933329,"Cool, Dry",56,94,Low,High,High,Gen-7
494,Capsicum chinense,922,10.897340465555727,Purple,40891,G4,G5,High,8.843249617063181,"Warm, Dry",42,100,Low,Medium,Low,Gen-77
495,Capsicum flexuosum,1430,7.372210657280079,Yellow,43481,G4,G9,Low,5.246408938599416,"Warm, Dry",49,98,High,High,High,Gen-22
496,Capsicum baccatum,1301,14.749853658784701,Purple,101052,G7,G7,Low,9.310557949097587,"Warm, Humid",42,125,Low,High,Medium,Gen-12
497,Capsicum flexuosum,655,7.61689552692142,Green,116334,G2,G4,Low,2.7525448887819057,"Warm, Humid",44,112,Medium,Low,Low,Gen-25
498,Capsicum cardenasii,1338,13.926124052546925,Green,156344,G9,G6,Low,9.826763641999426,"Warm, Dry",69,97,Medium,Low,Low,Gen-43
499,Capsicum rhomboideum,1023,4.501726086860704,Purple,46386,G3,G1,Low,4.16620307144645,"Warm, Dry",52,149,Low,High,Low,Gen-21
500,Capsicum galapagoense,543,13.765082171630585,Red,117367,G6,G3,Medium,1.3483438149666456,"Warm, Dry",46,107,Medium,Low,Medium,Gen-60
501,Capsicum baccatum,783,4.4633604383430985,Green,39757,G2,G9,Low,2.607213901937016,"Warm, Humid",57,135,Medium,High,Low,Gen-45
502,Capsicum chinense,676,9.636921397921922,Green,74885,G6,G3,Low,7.855247769495072,"Warm, Dry",57,133,Medium,Low,Low,Gen-1
503,Capsicum tovarii,414,7.93343644826226,Orange,196269,G2,G7,High,3.7141992203053458,"Cool, Dry",63,86,Medium,Medium,Low,Gen-50
504,Capsicum frutescens,612,4.551669582430945,Yellow,33492,G5,G5,High,9.302053122352685,"Warm, Humid",53,128,High,Low,High,Gen-13
505,Capsicum lanceolatum,643,13.91794343443124,Purple,191713,G6,G5,High,3.5014608670100307,"Cool, Dry",55,113,Medium,High,Low,Gen-55
506,Capsicum lanceolatum,1213,14.3317610711271,Red,148848,G4,G2,High,9.19959035701994,"Warm, Dry",59,80,High,Low,High,Gen-23
507,Capsicum rhomboideum,1435,9.542671976478761,Orange,21209,G1,G7,High,7.761412587249782,"Cool, Dry",67,97,High,Medium,Medium,Gen-1
508,Capsicum chinense,701,12.177811111441564,Purple,164973,G7,G5,Medium,9.117669221906247,"Warm, Dry",40,84,High,Medium,Medium,Gen-82
509,Capsicum cardenasii,661,4.391041420332506,Yellow,101210,G8,G1,Low,2.0159721397797643,"Warm, Dry",55,112,High,Medium,Medium,Gen-8
510,Capsicum flexuosum,874,11.998643450438568,Yellow,127656,G6,G8,Medium,9.132343099901904,"Warm, Humid",45,105,Low,Low,High,Gen-91
511,Capsicum tovarii,357,5.0441596293015865,Purple,84102,G6,G5,Low,9.015871325286303,"Warm, Dry",60,149,High,High,Medium,Gen-84
512,Capsicum flexuosum,802,11.392521734078507,Red,159503,G3,G5,High,4.467699649356335,"Warm, Humid",60,109,High,Medium,High,Gen-25
513,Capsicum frutescens,1227,7.311184931386557,Green,140508,G1,G2,Low,2.669684019598483,"Warm, Dry",54,88,High,Low,High,Gen-17
514,Capsicum pubescens,768,11.884363632433688,Purple,76368,G9,G7,High,5.92431712797531,"Cool, Dry",45,139,Medium,Low,High,Gen-90
515,Capsicum galapagoense,569,14.05466978532576,Orange,124085,G5,G7,Low,2.7360624319016473,"Cool, Dry",44,139,Low,Low,Low,Gen-25
516,Capsicum chinense,1198,3.9768226606828385,Purple,186803,G7,G9,Low,8.714662393981172,"Cool, Dry",49,146,High,High,Low,Gen-55
517,Capsicum tovarii,547,6.4318365668897926,Red,176724,G8,G4,Medium,1.11561287378386,"Warm, Dry",49,125,High,Low,Medium,Gen-72
518,Capsicum lanceolatum,489,8.2274470502228,Purple,99446,G3,G9,High,1.677814857695299,"Warm, Humid",63,111,Low,Medium,Medium,Gen-83
519,Capsicum baccatum,572,7.034970865961219,Green,23022,G9,G2,High,7.910399377914356,"Warm, Dry",52,98,Low,Medium,Medium,Gen-3
520,Capsicum chinense,433,7.477706304520685,Green,154527,G9,G3,Low,6.181729497026498,"Warm, Dry",66,111,Low,High,Medium,Gen-53
521,Capsicum chacoense,411,7.780646014499032,Yellow,60475,G5,G2,High,4.022460239106101,"Cool, Dry",55,139,Low,High,Medium,Gen-28
522,Capsicum galapagoense,1272,3.350713243783432,Yellow,22219,G9,G4,Medium,1.861984809374447,"Warm, Humid",41,110,High,Medium,Medium,Gen-21
523,Capsicum galapagoense,1207,5.571535436424596,Orange,54129,G1,G5,Low,8.510252125191176,"Warm, Dry",62,139,Medium,High,Low,Gen-21
524,Capsicum cardenasii,906,4.7702423044872475,Yellow,34983,G7,G3,Low,9.263752494699675,"Warm, Dry",46,141,High,Low,Low,Gen-90
525,Capsicum annuum,875,8.869871617856186,Purple,131261,G9,G6,High,9.262572112277093,"Cool, Dry",44,99,Medium,Medium,High,Gen-57
526,Capsicum baccatum,666,8.71751938834016,Green,87258,G3,G1,Low,5.666288894705124,"Warm, Humid",40,98,High,High,High,Gen-71
527,Capsicum rhomboideum,323,13.298860236916472,Purple,151398,G2,G4,Medium,8.682780752751402,"Cool, Dry",64,133,Medium,High,Medium,Gen-15
528,Capsicum cardenasii,905,4.734516907094894,Red,15349,G8,G1,Low,4.355503700400757,"Warm, Dry",52,141,Low,Medium,High,Gen-54
529,Capsicum eximium,1089,11.94273122714418,Orange,32728,G9,G3,High,9.317788065701675,"Warm, Humid",48,148,Medium,Medium,High,Gen-44
530,Capsicum tovarii,566,7.557037498953537,Yellow,178227,G6,G1,High,6.494524768765027,"Warm, Humid",52,92,Medium,High,Medium,Gen-64
531,Capsicum chinense,1131,14.22686914823125,Yellow,130705,G9,G2,Low,4.916724395048561,"Cool, Dry",42,136,High,Medium,Low,Gen-58
532,Capsicum tovarii,947,8.137506975457162,Red,143605,G6,G1,Medium,4.819162517495464,"Cool, Dry",43,122,Low,Medium,Low,Gen-54
533,Capsicum eximium,1075,12.681646907147549,Purple,38730,G8,G9,Low,1.6838512308509828,"Cool, Dry",45,103,Low,Low,Medium,Gen-75
534,Capsicum frutescens,983,4.1703750895671865,Yellow,71525,G2,G9,Medium,9.070167810904145,"Warm, Humid",40,144,High,High,Medium,Gen-26
535,Capsicum baccatum,670,12.70632221456211,Purple,20636,G7,G8,High,1.8217440659575124,"Warm, Humid",42,88,Medium,Medium,Medium,Gen-82
536,Capsicum rhomboideum,1048,6.586340573349897,Yellow,21242,G9,G5,Medium,5.851192977234446,"Warm, Dry",40,92,Medium,Low,High,Gen-72
537,Capsicum pubescens,1123,8.65731174605245,Red,30912,G5,G5,Low,3.2337264038125735,"Warm, Humid",55,99,High,Low,Low,Gen-43
538,Capsicum galapagoense,1268,14.50144695857931,Purple,98429,G9,G7,Medium,7.580829747210072,"Warm, Humid",44,130,Medium,Medium,Medium,Gen-35
539,Capsicum galapagoense,870,14.662304949122898,Purple,58544,G8,G3,High,7.9784205668202315,"Warm, Dry",64,99,High,Low,High,Gen-92
540,Capsicum eximium,1008,5.861508049350725,Orange,140513,G7,G9,Low,4.239559094901416,"Warm, Humid",59,81,High,Low,Medium,Gen-40
541,Capsicum eximium,746,9.044993603282222,Orange,138925,G6,G4,High,5.152856116748547,"Warm, Dry",63,148,High,High,High,Gen-11
542,Capsicum chacoense,1472,7.174180331469133,Yellow,137516,G2,G9,Medium,2.603171637783413,"Cool, Dry",52,90,Low,High,High,Gen-59
543,Capsicum baccatum,1174,5.582149956269992,Yellow,106504,G3,G2,Medium,7.783651156312621,"Warm, Humid",57,113,Medium,High,Low,Gen-74
544,Capsicum chinense,595,11.178574294295354,Purple,92017,G8,G3,Low,1.591354593365539,"Warm, Dry",62,81,Low,High,Low,Gen-90
545,Capsicum cardenasii,968,6.552029852140499,Green,87449,G5,G4,High,1.3927548341614893,"Warm, Humid",60,127,High,High,Low,Gen-13
546,Capsicum baccatum,367,10.751111045574012,Purple,192341,G1,G2,Medium,7.3450923003556055,"Cool, Dry",43,131,Low,Medium,Medium,Gen-4
547,Capsicum pubescens,1301,6.635012202067072,Orange,128278,G9,G6,Medium,4.296543817123513,"Warm, Humid",57,114,High,Low,High,Gen-20
548,Capsicum lanceolatum,438,7.766383923543298,Yellow,62915,G4,G7,High,4.9959052187896225,"Warm, Dry",46,127,Medium,Low,Medium,Gen-98
549,Capsicum chacoense,733,6.6577858873472735,Yellow,155285,G8,G5,Medium,1.3373589871808034,"Warm, Humid",52,84,High,Low,High,Gen-44
550,Capsicum baccatum,1016,12.476688313045404,Purple,194136,G9,G1,High,7.960193946739431,"Warm, Humid",51,89,Medium,Medium,Low,Gen-95
