SpeciesID,SpeciesName,CapsaicinContent (ppm),FruitSize (cm),Color,HeatLevel (SHU),GeneticMarker1,GeneticMarker2,DiseaseResistance,Yield (kg/plant),GrowingConditions,FloweringTime (days),MaturityTime (days),PestResistance,DroughtTolerance,Crossability,CropGenetics
373,Chilli galapagoense,1451,8.912065621854678,Purple,61334,G1,G7,High,5.726650250457818,"Warm, Dry",44,129,Medium,Medium,Low,Gen-75
374,Chilli flexuosum,571,6.182151762475197,Orange,71290,G5,G8,Low,8.437622215762232,"Warm, Humid",50,143,Medium,Medium,High,Gen-43
375,Chilli tovarii,1365,10.327141429634668,Green,59105,G2,G9,High,6.126219767908456,"Warm, Dry",62,94,Medium,High,Medium,Gen-30
376,Chilli annuum,315,5.140977554301825,Orange,179089,G2,G1,Low,9.215053575771126,"Warm, Humid",49,141,High,Medium,Medium,Gen-63
377,Chilli tovarii,1495,14.3806760548189,Red,91111,G1,G8,High,7.527645952186766,"Warm, Dry",63,132,Low,Low,Medium,Gen-75
378,Chilli annuum,329,14.558118577549267,Orange,49529,G5,G9,High,5.621603894120851,"Warm, Humid",66,80,Medium,High,Low,Gen-91
379,Chilli lanceolatum,1388,11.991521922849842,Green,36112,G8,G2,Medium,4.168017092298655,"Warm, Humid",43,93,Medium,High,Low,Gen-2
380,Chilli pubescens,1354,7.753366920113847,Green,14340,G1,G6,Low,8.224759396545704,"Warm, Humid",53,119,Low,High,High,Gen-99
381,Chilli lanceolatum,1007,10.321128971603597,Yellow,85144,G6,G5,Low,1.003325068646968,"Warm, Dry",41,121,Medium,Medium,High,Gen-78
382,Chilli pubescens,584,12.745640186652253,Red,1496,G5,G7,Low,8.85971895893299,"Cool, Dry",48,128,High,Low,Medium,Gen-41
383,Chilli rhomboideum,803,4.705256153129361,Red,179246,G2,G2,Low,1.8137778114536602,"Cool, Dry",58,106,High,Low,High,Gen-34
384,Chilli flexuosum,1436,7.885679300475408,Yellow,114654,G6,G5,Low,9.52175569273047,"Cool, Dry",51,83,Low,Medium,Low,Gen-73
385,Chilli eximium,1018,3.3420798536139955,Yellow,138093,G1,G6,High,6.268124006691086,"Warm, Humid",41,132,High,High,High,Gen-56
386,Chilli chacoense,906,4.211308386247052,Green,157854,G8,G3,Medium,4.062507703108096,"Warm, Humid",40,123,Medium,Low,High,Gen-7
387,Chilli galapagoense,371,10.024252892317152,Red,64827,G8,G8,Low,5.1531207013686275,"Warm, Humid",52,120,Low,High,Medium,Gen-68
388,Chilli frutescens,1426,3.3152248468414456,Yellow,139643,G8,G8,High,1.062226954535812,"Warm, Humid",58,143,Low,Low,High,Gen-2
389,Chilli cardenasii,731,8.459379883420077,Purple,55038,G8,G9,High,4.835264946267431,"Warm, Humid",65,116,High,High,High,Gen-56
390,Chilli galapagoense,1347,14.282731379241833,Yellow,80218,G4,G3,Medium,8.974866688946259,"Warm, Humid",45,112,High,High,Medium,Gen-63
391,Chilli cardenasii,1237,12.998245900849295,Red,43585,G5,G9,Low,7.067783707472698,"Warm, Dry",40,110,High,High,Medium,Gen-74
392,Chilli tovarii,626,4.232864632145465,Red,180295,G3,G6,High,2.5496238935704403,"Warm, Dry",62,90,High,Low,Low,Gen-50
393,Chilli chacoense,941,4.299738942238846,Green,99178,G4,G3,High,7.338549098904537,"Warm, Humid",46,86,High,Low,Low,Gen-30
394,Chilli galapagoense,1379,13.021118748985367,Yellow,60518,G5,G6,Medium,8.231362990678264,"Warm, Dry",51,113,Low,Medium,Low,Gen-57
395,Chilli eximium,1367,12.960255403120442,Red,152047,G5,G8,Low,5.468348449165032,"Warm, Dry",63,138,Medium,Low,Low,Gen-10
396,Chilli chinense,1127,5.5000008151914646,Yellow,174830,G7,G3,Medium,1.8306928354793426,"Warm, Dry",67,141,High,Low,Low,Gen-4
397,Chilli tovarii,457,13.2585360096135,Yellow,146721,G4,G3,Low,3.754014265268366,"Warm, Dry",45,101,Low,High,Medium,Gen-47
398,Chilli chacoense,1236,5.1241895389028524,Green,197781,G3,G7,Low,3.5450907482123766,"Cool, Dry",60,137,High,Low,High,Gen-82
399,Chilli eximium,426,3.7445761378232034,Red,28304,G2,G8,Low,9.609633130632625,"Warm, Dry",58,146,Low,Medium,High,Gen-67
400,Chilli flexuosum,589,9.879269382669282,Purple,130959,G3,G2,Medium,9.113111116489256,"Cool, Dry",50,139,High,High,High,Gen-15
401,Chilli chinense,846,14.66225811939088,Red,33640,G2,G3,Low,5.526070418136445,"Warm, Humid",59,133,High,Medium,High,Gen-31
402,Chilli eximium,404,7.7100712772032285,Red,144230,G8,G1,High,7.748400774183668,"Warm, Dry",61,89,High,Medium,Medium,Gen-37
403,Chilli cardenasii,310,4.080848972523917,Green,160225,G7,G4,Low,7.630235899952404,"Cool, Dry",60,132,High,High,Low,Gen-72
404,Chilli baccatum,1096,12.8661925530747,Red,35943,G6,G9,Low,5.359210708175688,"Warm, Humid",46,149,Low,Low,High,Gen-26
405,Chilli pubescens,1299,7.126430478134873,Green,173540,G8,G6,Medium,5.336310200174051,"Cool, Dry",46,134,High,Medium,Low,Gen-81
406,Chilli tovarii,1438,12.911508435236513,Green,97879,G1,G1,Medium,9.940685920022583,"Warm, Dry",60,122,Low,Low,Low,Gen-50
407,Chilli galapagoense,362,4.252382788494703,Yellow,115433,G2,G6,Medium,5.68307969276786,"Warm, Dry",69,137,Medium,Medium,Medium,Gen-77
408,Chilli lanceolatum,1104,13.20803387614637,Orange,132757,G4,G1,Medium,5.029684923470125,"Warm, Humid",41,88,Low,Low,Medium,Gen-53
409,Chilli tovarii,512,5.449961257181385,Yellow,128365,G4,G7,Low,2.695490514028572,"Warm, Humid",61,130,Low,Medium,Medium,Gen-57
410,Chilli eximium,1428,13.882451530065596,Orange,174651,G4,G8,High,6.783454617234184,"Warm, Dry",61,130,Low,Medium,Medium,Gen-60
411,Chilli baccatum,1074,8.51961498799425,Purple,122613,G5,G7,High,5.761902086957499,"Warm, Dry",52,117,High,High,Medium,Gen-91
412,Chilli tovarii,1265,12.165110708696119,Orange,10757,G3,G2,High,6.274467000629245,"Warm, Humid",66,103,Medium,Medium,Medium,Gen-72
413,Chilli frutescens,608,12.57520425557327,Yellow,145517,G7,G1,High,8.585515414248464,"Warm, Dry",58,85,High,High,Low,Gen-29
414,Chilli eximium,1117,6.641135500522598,Yellow,111770,G9,G1,High,2.328391981741821,"Warm, Dry",45,132,Low,High,Medium,Gen-8
415,Chilli lanceolatum,372,9.686789300042845,Orange,114288,G8,G5,Medium,1.7115050356764856,"Cool, Dry",56,90,Low,High,High,Gen-72
416,Chilli cardenasii,1290,14.112667872210606,Purple,47224,G6,G9,High,1.5976510658060907,"Cool, Dry",42,139,Low,Low,High,Gen-58
417,Chilli flexuosum,676,3.9800697932388522,Orange,125514,G7,G9,Low,2.4537632196032084,"Warm, Humid",43,138,Medium,Medium,High,Gen-82
418,Chilli eximium,320,14.466850327702993,Red,48116,G7,G8,Low,7.314882696389704,"Warm, Dry",62,116,Medium,Medium,Medium,Gen-14
419,Chilli rhomboideum,1060,5.36118600743573,Orange,45201,G2,G8,Low,4.515490506206803,"Cool, Dry",46,120,High,Medium,Low,Gen-45
420,Chilli baccatum,405,14.161987107266022,Purple,34674,G8,G3,Low,4.322264502363911,"Warm, Dry",41,117,High,Low,Medium,Gen-17
421,Chilli eximium,328,12.035433000189254,Yellow,133014,G2,G1,Low,2.958557773845685,"Cool, Dry",48,133,High,Low,Medium,Gen-43
422,Chilli eximium,754,7.241626303984579,Purple,175591,G9,G9,Low,6.32852683297588,"Warm, Dry",63,101,High,Medium,Medium,Gen-27
423,Chilli frutescens,1436,6.458671891432717,Purple,193716,G3,G8,Low,4.061216237412933,"Cool, Dry",44,143,High,High,Medium,Gen-20
424,Chilli galapagoense,418,5.475502352923164,Green,19039,G8,G1,Low,2.1348648756209228,"Warm, Humid",50,105,Medium,High,Low,Gen-94
425,Chilli baccatum,1100,4.494771702064792,Yellow,78425,G4,G9,High,1.2281912242572337,"Warm, Humid",66,80,Low,High,Medium,Gen-5
426,Chilli chinense,1343,10.100745553875427,Purple,38326,G1,G6,Low,3.4504825294167496,"Cool, Dry",46,87,High,Low,Low,Gen-40
427,Chilli cardenasii,1483,7.392666886003134,Yellow,180911,G9,G8,Low,5.078968797939844,"Warm, Humid",53,108,Medium,Low,High,Gen-62
428,Chilli chacoense,910,4.239951638952785,Orange,82701,G2,G6,High,1.0036951503707332,"Warm, Dry",63,130,High,High,Medium,Gen-39
429,Chilli galapagoense,725,13.559066703444161,Yellow,85405,G6,G9,High,2.0378869802890636,"Warm, Humid",55,107,Low,High,Medium,Gen-75
430,Chilli flexuosum,690,3.141140811757127,Red,150972,G4,G7,Medium,9.250322203718081,"Warm, Dry",59,129,High,Medium,High,Gen-94
431,Chilli chacoense,665,9.681441512643362,Green,88225,G2,G9,Medium,2.635518313595364,"Warm, Dry",52,111,Low,Low,High,Gen-28
432,Chilli pubescens,807,3.57796280299623,Purple,153140,G7,G1,High,8.679464639689005,"Warm, Dry",52,96,Medium,High,High,Gen-9
433,Chilli frutescens,376,8.52885083282378,Orange,72063,G5,G1,Low,2.0887655343623246,"Cool, Dry",48,119,Low,Low,Low,Gen-80
434,Chilli lanceolatum,713,12.76911455566894,Yellow,29842,G7,G3,Low,1.280426932817298,"Warm, Humid",59,115,High,Medium,Low,Gen-86
435,Chilli chinense,1166,5.721286651030067,Red,107198,G5,G6,High,9.365960612484908,"Warm, Dry",68,85,High,Medium,High,Gen-20
436,Chilli pubescens,704,4.167695283189612,Red,178833,G3,G9,Low,1.9267978798878875,"Warm, Dry",52,106,High,Low,High,Gen-53
437,Chilli annuum,564,10.463266807950836,Green,198036,G2,G8,Medium,6.1312170268253645,"Warm, Dry",55,118,High,High,Medium,Gen-25
438,Chilli pubescens,723,3.973567407503535,Yellow,104626,G8,G7,Medium,7.099867495376365,"Cool, Dry",57,118,Medium,Medium,Medium,Gen-78
439,Chilli tovarii,748,6.695418951811045,Orange,128738,G7,G8,Medium,2.872481800593981,"Warm, Humid",66,95,Medium,High,Low,Gen-37
440,Chilli frutescens,1196,10.610933858237981,Yellow,4719,G9,G9,Low,6.343480987660403,"Cool, Dry",43,95,Low,High,Low,Gen-93
441,Chilli tovarii,525,11.821029283074466,Red,155998,G3,G5,Medium,7.601749577548097,"Warm, Dry",65,110,Low,High,Medium,Gen-10
442,Chilli eximium,881,12.493052807645784,Orange,1252,G4,G3,High,7.247917687862038,"Cool, Dry",41,100,High,High,Low,Gen-21
443,Chilli lanceolatum,749,3.732612879451522,Orange,107484,G3,G2,High,3.152324903201677,"Warm, Humid",45,109,Medium,Low,High,Gen-58
444,Chilli chacoense,1166,11.115615759929874,Purple,143931,G3,G7,Medium,7.770349294920188,"Warm, Humid",58,113,Low,High,High,Gen-96
445,Chilli baccatum,1455,11.069191544898809,Green,162135,G1,G9,Medium,1.6546357547816313,"Cool, Dry",55,114,High,Low,Medium,Gen-50
446,Chilli eximium,1112,7.071761589418172,Orange,187570,G8,G5,Low,1.5808946585725723,"Warm, Dry",44,106,Low,High,Medium,Gen-55
447,Chilli lanceolatum,925,8.782417702937813,Green,99614,G1,G3,Low,1.04814010275151,"Warm, Humid",52,136,High,Low,High,Gen-1
448,Chilli cardenasii,1290,6.991626508645346,Orange,48061,G2,G3,Medium,1.8557499473813062,"Warm, Humid",68,94,High,Low,Low,Gen-72
449,Chilli lanceolatum,772,4.441425257456398,Orange,163419,G1,G5,Low,9.550011657346827,"Warm, Humid",69,117,Medium,Low,Medium,Gen-91
450,Chilli chinense,1067,10.971556192854553,Orange,66587,G3,G8,High,5.544171910604043,"Warm, Humid",67,125,Medium,Low,High,Gen-23
451,Chilli cardenasii,510,8.892751563634398,Red,168369,G2,G2,Low,2.3054935059812416,"Cool, Dry",42,121,Low,High,Medium,Gen-98
452,Chilli flexuosum,396,8.75845618045668,Red,190887,G4,G3,Medium,1.8554725315750724,"Warm, Humid",61,92,High,Low,High,Gen-23
453,Chilli rhomboideum,1044,10.748105659122398,Purple,53436,G9,G8,High,9.648100766687051,"Cool, Dry",66,99,Medium,Medium,High,Gen-27
454,Chilli baccatum,1251,13.622324399808969,Purple,190929,G5,G7,High,1.4745503377292728,"Warm, Dry",53,98,High,Medium,High,Gen-56
455,Chilli annuum,1115,13.879578755754011,Green,8382,G9,G7,High,5.980594408668788,"Warm, Dry",69,120,Medium,High,Low,Gen-80
456,Chilli flexuosum,1399,5.78117978864136,Orange,1582,G9,G9,Low,6.983069621182934,"Warm, Humid",52,124,Medium,Medium,High,Gen-38
457,Chilli eximium,918,6.312887717833781,Red,138346,G4,G3,Low,9.13510400203527,"Cool, Dry",56,104,Medium,High,High,Gen-91
458,Chilli chacoense,1047,3.950601471349508,Red,120089,G6,G7,Low,6.669062348347536,"Warm, Humid",63,90,Medium,Low,Medium,Gen-30
459,Chilli cardenasii,602,11.70255936843853,Green,42625,G4,G3,Medium,5.247442824780514,"Warm, Dry",45,90,High,High,High,Gen-61
460,Chilli flexuosum,409,7.06684972712895,Red,105704,G4,G3,Medium,2.2684235621874596,"Cool, Dry",46,103,Low,Low,Medium,Gen-84
461,Chilli chinense,439,10.181307270920826,Yellow,178515,G1,G7,Medium,9.547073649644533,"Warm, Dry",57,110,Low,Medium,High,Gen-50
462,Chilli chacoense,718,11.654830452830787,Red,76621,G1,G9,Medium,2.7533605326177577,"Warm, Humid",58,137,Low,Low,Medium,Gen-13
463,Chilli lanceolatum,1022,9.970971231209697,Purple,157773,G2,G8,Low,9.512182057354167,"Warm, Dry",67,116,High,Low,High,Gen-53
464,Chilli pubescens,408,8.93315520923938,Yellow,22148,G5,G4,Medium,6.434993778390378,"Warm, Dry",61,115,Medium,Medium,Low,Gen-47
465,Chilli annuum,994,7.361356718584938,Yellow,100684,G7,G9,Low,2.1287009355765942,"Warm, Humid",67,123,Low,Medium,Medium,Gen-56
466,Chilli pubescens,716,5.357369506259413,Yellow,57475,G8,G2,Medium,3.3396757352954882,"Cool, Dry",51,109,Low,Low,Medium,Gen-13
467,Chilli cardenasii,1098,8.562936048726343,Purple,68824,G3,G2,Medium,3.0726071973966977,"Cool, Dry",56,145,High,Low,Medium,Gen-89
468,Chilli tovarii,942,12.520626419869517,Green,199094,G8,G3,Medium,7.574203534278291,"Warm, Humid",62,81,Medium,Medium,Medium,Gen-12
469,Chilli tovarii,1044,3.2899429834776805,Yellow,9817,G2,G6,High,8.955164024890305,"Warm, Dry",56,110,Low,Medium,High,Gen-17
470,Chilli eximium,588,8.596812651754478,Purple,74982,G6,G3,Low,5.680891685664987,"Warm, Humid",68,145,Medium,Low,Low,Gen-70
471,Chilli annuum,483,6.606285233768324,Green,22553,G4,G2,Medium,1.8535802789767533,"Warm, Humid",40,88,Medium,Low,Medium,Gen-94
472,Chilli lanceolatum,1291,13.001285429844746,Orange,1348,G8,G1,Low,7.067573965692552,"Cool, Dry",56,137,Low,Medium,Low,Gen-84
473,Chilli galapagoense,1022,7.688448009306121,Orange,157724,G2,G8,Low,3.8187141079929217,"Warm, Dry",49,122,Medium,Medium,High,Gen-72
474,Chilli annuum,1009,13.059458725151368,Orange,131911,G9,G9,Medium,6.775559084205884,"Warm, Humid",63,119,High,Low,High,Gen-51
475,Chilli cardenasii,1259,11.459791950045721,Green,69647,G5,G1,High,4.068686605250342,"Warm, Dry",68,128,Medium,Medium,Medium,Gen-97
476,Chilli flexuosum,735,10.764679551257602,Green,105599,G7,G7,High,5.30282994910306,"Warm, Humid",67,126,Medium,Low,High,Gen-27
477,Chilli annuum,1119,3.0885967522049333,Yellow,69217,G2,G1,Low,3.519816328109129,"Warm, Humid",44,142,Medium,Medium,Low,Gen-45
478,Chilli cardenasii,1474,7.317529180701906,Purple,59053,G6,G2,Low,4.034736013399122,"Cool, Dry",69,112,Medium,High,High,Gen-91
479,Chilli galapagoense,325,8.46757612909878,Red,165720,G6,G6,High,6.370700573297139,"Cool, Dry",57,110,Medium,Low,High,Gen-40
480,Chilli eximium,1448,4.125850187730212,Purple,122296,G9,G6,Low,8.265726381335398,"Cool, Dry",53,93,High,High,High,Gen-22
481,Chilli rhomboideum,332,13.6283431238599,Green,134479,G1,G6,Medium,1.8304964603721763,"Warm, Humid",43,125,High,Low,Low,Gen-62
482,Chilli galapagoense,1147,14.10739535545508,Yellow,56703,G2,G9,Medium,9.324849947109701,"Warm, Humid",50,115,High,Medium,Medium,Gen-16
483,Chilli cardenasii,712,3.178812310813906,Red,81120,G1,G5,High,4.027270075891008,"Warm, Humid",48,147,High,Medium,Medium,Gen-44
484,Chilli galapagoense,634,7.78477203581776,Red,47341,G8,G8,Low,5.790154331906581,"Warm, Humid",67,129,Low,High,Medium,Gen-51
485,Chilli cardenasii,1307,14.538694802200654,Purple,164112,G7,G8,High,8.301483907573232,"Warm, Dry",67,143,Medium,High,Medium,Gen-27
486,Chilli flexuosum,865,5.7622606609403455,Yellow,127676,G1,G8,Low,3.666637919338964,"Cool, Dry",66,144,Medium,Low,Medium,Gen-95
487,Chilli annuum,917,13.416920699003072,Green,119144,G1,G5,Medium,6.248920388037479,"Cool, Dry",56,115,Low,Medium,Medium,Gen-97
488,Chilli cardenasii,662,5.7695860572857445,Orange,1429,G2,G4,Medium,8.815487345690117,"Cool, Dry",58,89,Medium,Medium,High,Gen-76
489,Chilli baccatum,1277,4.126088568885283,Purple,106980,G8,G5,Low,7.536533656676808,"Warm, Dry",64,108,Low,Medium,Medium,Gen-73
490,Chilli chinense,600,11.103703935417101,Red,66579,G2,G7,Low,8.209151946065102,"Warm, Humid",59,110,Medium,Low,High,Gen-27
491,Chilli tovarii,1412,4.600749181757752,Orange,31294,G3,G4,Medium,8.17199182901756,"Warm, Dry",42,84,Low,High,Low,Gen-98
492,Chilli rhomboideum,1105,10.348297879845738,Red,1505,G1,G9,Low,6.159755844677567,"Cool, Dry",68,134,High,High,High,Gen-49
493,Chilli pubescens,1430,4.286582307661228,Orange,150752,G5,G2,Low,6.61837527226457,"Cool, Dry",59,117,Medium,Low,Low,Gen-25
494,Chilli chinense,1297,3.4441796066649224,Red,37062,G9,G4,Medium,7.283771184437887,"Warm, Dry",63,95,Medium,Medium,Low,Gen-27
495,Chilli baccatum,1270,13.3594552266498,Yellow,188976,G4,G8,Medium,3.0143158418438554,"Warm, Humid",67,131,Medium,High,Medium,Gen-85
496,Chilli pubescens,903,12.456867602680004,Yellow,168395,G2,G8,High,6.672395454340205,"Cool, Dry",66,81,Low,High,Low,Gen-20
497,Chilli flexuosum,928,4.152586930621956,Purple,126330,G2,G5,Medium,5.345338994215414,"Warm, Dry",68,149,Low,Medium,High,Gen-56
498,Chilli tovarii,1328,13.06509202237359,Yellow,5749,G6,G7,Low,2.2020562192816358,"Warm, Dry",69,132,Medium,High,High,Gen-7
499,Chilli cardenasii,305,8.546344958743976,Orange,189222,G3,G2,Low,4.574538879147129,"Cool, Dry",59,128,High,Medium,Low,Gen-83
500,Chilli annuum,1068,3.827835839757945,Red,122704,G1,G7,High,6.264463067808253,"Cool, Dry",55,135,Low,Medium,Medium,Gen-43
501,Chilli eximium,914,5.962224888503855,Yellow,117859,G6,G3,Medium,9.724631584140258,"Cool, Dry",44,146,Medium,High,Medium,Gen-95
502,Chilli flexuosum,783,4.607081169973322,Purple,73814,G7,G5,High,1.2331793230446042,"Warm, Humid",62,123,Medium,High,Low,Gen-78
503,Chilli flexuosum,582,5.498099619433994,Purple,26696,G6,G3,Low,2.0682002451566794,"Warm, Dry",42,117,Low,Low,Medium,Gen-66
504,Chilli galapagoense,608,14.973371829257758,Green,48766,G8,G3,Medium,4.912744295204876,"Warm, Dry",58,86,Medium,Medium,High,Gen-31
505,Chilli cardenasii,802,11.604214846500817,Orange,110107,G7,G1,Medium,5.38378504151061,"Warm, Humid",57,136,Medium,Low,Low,Gen-53
506,Chilli baccatum,1171,8.968378489911569,Green,8161,G1,G2,Low,8.917707623237689,"Cool, Dry",66,132,Medium,High,High,Gen-48
507,Chilli baccatum,1473,4.025450332926395,Purple,116093,G6,G2,Medium,2.2329899762535104,"Warm, Humid",68,129,Low,Medium,High,Gen-10
508,Chilli baccatum,1372,7.4262882345809516,Red,37594,G4,G4,Low,1.3409614435068016,"Warm, Humid",62,110,High,High,Low,Gen-9
509,Chilli galapagoense,1422,7.683412420929602,Orange,15439,G8,G1,Medium,9.248855429329776,"Cool, Dry",65,101,Medium,High,Low,Gen-1
510,Chilli cardenasii,1206,14.822695398967449,Red,85422,G6,G8,Medium,5.571060440053612,"Warm, Humid",52,138,High,High,Medium,Gen-64
511,Chilli flexuosum,617,13.745717590143657,Orange,147295,G3,G6,High,8.74798923059775,"Cool, Dry",50,129,Medium,High,High,Gen-46
512,Chilli chacoense,612,4.966079295946793,Orange,38611,G3,G1,High,7.295538100317953,"Cool, Dry",55,136,Low,Low,Low,Gen-92
513,Chilli eximium,376,11.844769541192163,Red,46506,G2,G6,Low,1.2262977271141582,"Warm, Dry",41,115,High,Low,Medium,Gen-43
514,Chilli chacoense,1266,5.441524202403507,Yellow,4135,G2,G8,Low,4.4119796994787785,"Warm, Dry",66,127,Medium,High,Medium,Gen-28
515,Chilli galapagoense,548,9.175494757870648,Yellow,99115,G5,G5,High,2.683830167497215,"Cool, Dry",43,135,Medium,Medium,Medium,Gen-47
516,Chilli tovarii,1118,7.972629359996006,Green,67572,G4,G2,Medium,4.56492900808958,"Cool, Dry",69,81,Low,Low,Medium,Gen-20
517,Chilli cardenasii,1299,3.549413358437241,Yellow,139176,G9,G4,High,8.862083793704434,"Warm, Humid",55,144,Low,Medium,High,Gen-18
518,Chilli frutescens,1431,6.3252019709012295,Red,100721,G7,G9,Medium,8.494221418699306,"Warm, Dry",43,121,Low,High,Low,Gen-63
519,Chilli tovarii,1468,7.252746797127367,Red,38075,G1,G9,Low,2.6963551824130247,"Warm, Humid",56,101,Low,Medium,High,Gen-28
520,Chilli galapagoense,1428,14.15306347846129,Green,125860,G4,G8,Low,2.858413234151572,"Warm, Humid",41,104,Low,Low,Medium,Gen-99
521,Chilli chinense,1245,5.9984445275746605,Red,72104,G8,G1,Medium,9.196848842842897,"Warm, Dry",51,91,Low,Low,High,Gen-77
522,Chilli pubescens,1229,11.7395804993375,Purple,81850,G2,G1,Medium,6.094747435269182,"Cool, Dry",52,118,Low,Low,Medium,Gen-20
523,Chilli annuum,486,9.959289037046773,Purple,178581,G5,G9,Medium,5.500456522101865,"Warm, Humid",46,121,High,Low,Medium,Gen-55
524,Chilli frutescens,926,9.07470560811983,Green,9412,G1,G1,Low,7.795916158739121,"Warm, Humid",61,146,High,Medium,High,Gen-36
525,Chilli lanceolatum,1252,14.79203121518561,Purple,139767,G1,G3,High,7.173499106451879,"Warm, Humid",40,139,Medium,High,Low,Gen-86
526,Chilli tovarii,1113,12.692988418938093,Orange,105167,G8,G6,High,6.824222866002427,"Warm, Humid",48,93,High,High,High,Gen-75
527,Chilli galapagoense,741,3.5581994972432156,Yellow,98165,G4,G1,Low,5.526152847612806,"Cool, Dry",56,146,High,High,Low,Gen-29
528,Chilli baccatum,1460,6.866502129486312,Yellow,4965,G4,G6,High,4.869862292000333,"Cool, Dry",59,84,Medium,Low,High,Gen-33
529,Chilli tovarii,1153,7.339370116532207,Yellow,17993,G6,G1,High,6.009064744350727,"Warm, Dry",58,136,Low,Low,Medium,Gen-8
530,Chilli rhomboideum,525,3.4378780191161034,Red,49262,G9,G4,Medium,3.101962715891449,"Warm, Humid",68,105,Low,Low,Medium,Gen-98
531,Chilli baccatum,1379,7.720995909287865,Orange,114761,G2,G4,High,2.1316425670849233,"Cool, Dry",43,109,Medium,Medium,Medium,Gen-47
532,Chilli tovarii,1095,12.60287158296823,Green,199216,G7,G9,High,5.746884908045254,"Cool, Dry",67,136,Medium,Medium,Low,Gen-76
533,Chilli flexuosum,1049,7.600581692617139,Purple,113508,G3,G2,High,6.306791565402742,"Warm, Humid",48,113,Low,Low,Low,Gen-85
534,Chilli eximium,536,6.27523253390458,Purple,40611,G9,G5,Low,8.502809529126719,"Warm, Humid",69,145,Medium,Low,Low,Gen-88
535,Chilli pubescens,1023,3.843306253185449,Yellow,136233,G9,G9,Low,6.388695241630307,"Warm, Dry",61,144,Low,Medium,Low,Gen-40
536,Chilli lanceolatum,625,14.68107671097253,Green,69376,G5,G8,High,7.029720504576386,"Warm, Humid",48,137,Medium,Medium,Medium,Gen-7
537,Chilli tovarii,407,14.796492688316398,Orange,81267,G6,G4,Medium,9.703267381855003,"Warm, Dry",59,139,High,High,High,Gen-70
538,Chilli cardenasii,1479,12.222655592893195,Yellow,139859,G1,G7,Medium,1.9820005372585472,"Warm, Dry",62,99,Low,Low,Low,Gen-26
539,Chilli chinense,666,3.7779159664724458,Red,173301,G7,G6,High,7.832891840931504,"Warm, Humid",48,141,High,Low,Low,Gen-66
540,Chilli annuum,982,3.1797216645484134,Yellow,153505,G1,G2,High,8.726070809883176,"Cool, Dry",48,97,Low,Medium,Medium,Gen-57
541,Chilli galapagoense,1399,5.531421709969616,Orange,41918,G4,G9,High,9.097632226871418,"Warm, Dry",65,121,Medium,High,Medium,Gen-54
542,Chilli baccatum,423,4.561006512318346,Red,12031,G4,G3,Medium,2.4337735668769622,"Cool, Dry",60,140,Medium,Low,Low,Gen-52
543,Chilli galapagoense,1000,8.276533119642796,Yellow,167948,G4,G4,High,5.965496062550268,"Warm, Humid",63,83,Medium,Low,Low,Gen-12
544,Chilli chinense,1233,3.193732057699088,Red,109824,G7,G9,High,5.762280577261162,"Warm, Humid",61,85,Medium,Low,Low,Gen-98
545,Chilli baccatum,577,12.486347717347899,Green,67748,G3,G7,High,3.205096592668064,"Cool, Dry",43,127,Medium,Low,Medium,Gen-8
546,Chilli frutescens,1238,11.100679071395248,Orange,185226,G9,G8,High,4.676909978028134,"Warm, Humid",53,116,High,High,High,Gen-21
547,Chilli pubescens,1017,11.19511946302653,Orange,193974,G2,G7,High,4.5927154051988754,"Warm, Dry",69,145,Medium,High,Medium,Gen-30
548,Chilli flexuosum,393,7.487360282822027,Yellow,22974,G2,G3,Medium,3.522356955608225,"Cool, Dry",52,88,Medium,High,Medium,Gen-12
549,Chilli galapagoense,676,3.9068928291566563,Purple,152082,G2,G2,Medium,4.448965540541967,"Cool, Dry",56,81,Low,High,High,Gen-4
550,Chilli chacoense,458,7.578380486748532,Yellow,39694,G2,G6,Medium,9.000201163339515,"Warm, Dry",62,86,Medium,Low,Medium,Gen-33
551,Chilli rhomboideum,802,6.977811363375683,Yellow,32028,G8,G1,Medium,9.762011955698188,"Warm, Humid",58,89,Medium,High,High,Gen-71
552,Chilli chinense,390,10.169618351733686,Yellow,176562,G4,G3,Medium,2.3276669977931177,"Warm, Humid",63,93,Low,Low,Medium,Gen-63
553,Chilli rhomboideum,1086,4.358354488941748,Red,80917,G2,G9,High,7.896601897958575,"Cool, Dry",44,113,High,High,High,Gen-14
554,Chilli tovarii,1394,5.815727814218199,Yellow,82860,G9,G8,Low,7.469147976529015,"Warm, Dry",60,109,Medium,Medium,Medium,Gen-15
555,Chilli rhomboideum,855,4.264540412730455,Yellow,42894,G8,G9,Low,3.2973307066106963,"Cool, Dry",47,133,Medium,Low,Low,Gen-87
556,Chilli chinense,1229,11.243687063658768,Yellow,2598,G1,G2,Medium,1.2929003885748847,"Warm, Dry",42,83,High,Low,Medium,Gen-12
557,Chilli galapagoense,462,10.036646490058908,Green,138867,G2,G4,Low,5.30813443330221,"Cool, Dry",48,119,Medium,High,Medium,Gen-54
558,Chilli tovarii,760,7.3430874975162475,Yellow,65478,G6,G2,High,9.044625177574673,"Cool, Dry",65,149,Low,Medium,High,Gen-65
559,Chilli tovarii,1250,5.957482675511893,Orange,1113,G6,G4,High,2.8961965736638775,"Cool, Dry",40,147,High,High,Low,Gen-46
